Sale_ID,Sale_Date,Sale_Date_Flag,Year,Month,Quarter,Region,Country,Dealer_Name,Model,Segment,Fuel_Type,CUSAtomer_Segment,Customer_Segment_Cleaned,Currency,Currency_Cleaned,Units_Sold,Unit_Price_Local,Discount_Pct,Total_Revenue_Local,Total_Revenue_Local_Flag,Revenue_EUR,COGS_EUR,Gross_Profit_EUR,Customer_Age,Customer_Age_Flag,CUSAtomer_Gender,Satisfaction_Score,Satisfactory_Score_Flag
BMW-4378,15-01-2032,CORRUPTED,2023,11,Q4,China,China,Guangzhou BMW,BMW iX,Electric,Electric,individual,Individual,CNY,CNY,1,752218.63,4.16,752218.63,OK,95217.55,71532.92,23684.63,36,OK,Prefer not to say,4.4,OK
BMW-5280,28-12-2031,CORRUPTED,2024,9,Q3,China,China,Guangzhou BMW,BMW iX,Electric,Electric,individual,Individual,CNY,CNY,1,735670.5,3.71,735670.5,OK,93122.85,69632.01,23490.84,37,OK,Prefer not to say,4.4,OK
BMW-3736,01-12-2031,CORRUPTED,2023,3,Q1,China,China,Beijing Luxury Motors,BMW iX,Electric,Electric,individual,Individual,CNY,CNY,1,716287.81,2.62,716287.81,OK,90669.34,67037.65,23631.69,39,OK,Female,4.4,OK
BMW-3890,22-10-2031,CORRUPTED,2023,5,Q2,China,China,Shanghai BMW,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,688528.88,7.68,688528.88,OK,87155.55,67973.76,19181.8,43,OK,Male,4.4,OK
BMW-1770,19-09-2031,CORRUPTED,2020,12,Q4,USA,USA,Chicago Motors,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,USD,USD,7,94717.29,5.67,663021.02,OK,608276.17,464306.21,143969.96,61,OK,Male,4.4,OK
BMW-5444,17-09-2031,CORRUPTED,2024,11,Q4,China,China,Guangzhou BMW,BMW M3,M Sport,Petrol,individual,Individual,CNY,CNY,1,662118.63,4.32,662118.63,OK,83812.48,63066.53,20745.96,37,OK,Prefer not to say,4.4,OK
BMW-1779,10-09-2031,CORRUPTED,2020,12,Q4,USA,USA,New York BMW,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,USD,USD,7,94043.63,2.68,658305.42,OK,603949.92,446841.11,157108.81,67,OK,Prefer not to say,4.4,OK
BMW-2518,28-07-2031,CORRUPTED,2021,11,Q4,Germany,Germany,Stuttgart Motors,BMW X7,SUV,Hybrid,Corporate Fleet,Corporate Fleet,EUR,EUR,6,104993.93,0.57,629963.57,OK,629963.57,456153.65,173809.92,34,OK,Female,4.4,OK
BMW-2482,26-07-2031,CORRUPTED,2021,10,Q4,China,China,Beijing Luxury Motors,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,627030.94,4.64,627030.94,OK,79371,59926.73,19444.27,54,OK,Prefer not to say,4.4,OK
BMW-2477,20-07-2031,CORRUPTED,2021,10,Q4,China,China,Guangzhou BMW,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,624054.21,6.5,624054.21,OK,78994.2,60831.59,18162.62,62,OK,Male,4.4,OK
BMW-5311,07-07-2031,CORRUPTED,2024,10,Q4,Germany,Germany,BMW Munich HQ,BMW X5,SUV,Petrol,government,Government,EUR,EUR,8,77108.84,3.44,616870.71,OK,616870.71,459984.84,156885.87,34,OK,Prefer not to say,4.4,OK
BMW-2556,13-06-2031,CORRUPTED,2021,11,Q4,China,China,Guangzhou BMW,BMW X5,SUV,Hybrid,Individual,Individual,CNY,CNY,1,603847.72,3.87,603847.72,OK,76436.42,57250.4,19186.02,45,OK,Prefer not to say,4.4,OK
BMW-3255,08-06-2031,CORRUPTED,2022,9,Q3,USA,USA,Dallas BMW,BMW i7,Electric,Electric,corporate fleet,Corporate Fleet,USD,USD,5,120496.45,3.22,602482.23,OK,552735.99,411224.17,141511.83,68,OK,Female,4.4,OK
BMW-2253,24-05-2031,CORRUPTED,2021,7,Q3,China,China,Shenzhen Auto,BMW X5,SUV,Diesel,Individual,Individual,CNY,CNY,1,593651.42,7.24,593651.42,OK,75145.75,58329.38,16816.37,47,OK,Female,4.4,OK
BMW-3281,23-05-2031,CORRUPTED,2022,9,Q3,China,China,Shanghai BMW,BMW X5,SUV,Hybrid,Individual,Individual,CNY,CNY,1,592899.66,2.7,592899.66,OK,75050.59,55533.25,19517.34,34,OK,Female,4.4,OK
BMW-2832,07-05-2031,CORRUPTED,2022,3,Q1,China,China,Shanghai BMW,BMW X5,SUV,Hybrid,Individual,Individual,CNY,CNY,1,584663.29,7.68,584663.29,OK,74008.01,57716.51,16291.5,66,OK,Female,4.4,OK
BMW-3501,15-03-2031,CORRUPTED,2022,12,Q4,China,China,Shanghai BMW,BMW X5,SUV,Petrol,Individual,Individual,CNY,CNY,1,559546.83,5.76,559546.83,OK,70828.71,54115.1,16713.61,64,OK,Female,4.4,OK
BMW-3575,27-02-2031,CORRUPTED,2023,1,Q1,China,China,Shenzhen Auto,BMW i4,Electric,Electric,Individual,Individual,CNY,CNY,1,552805.96,5.16,552805.96,OK,69975.44,53125.04,16850.4,46,OK,Female,4.4,OK
BMW-3224,15-02-2031,CORRUPTED,2022,9,Q3,Germany,Germany,AutohaUSA Berlin,BMW i4,Electric,Electric,Lease,Lease,EUR,EUR,8,67162.6,1.85,537300.81,OK,537300.81,394159.02,143141.78,29,OK,Prefer not to say,4.4,OK
BMW-2311,15-01-2031,CORRUPTED,2021,8,Q3,USA,USA,Dallas BMW,BMW X5,SUV,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,7,74744.77,3.44,523213.36,OK,480012.26,357931.6,122080.66,44,OK,Female,4.4,OK
BMW-2409,14-12-2030,CORRUPTED,2021,9,Q3,China,China,Shenzhen Auto,BMW 5 Series,Sedan,Diesel,individual,Individual,CNY,CNY,1,508676.05,1.12,508676.05,OK,64389.37,46883.38,17505.99,37,OK,Male,4.4,OK
BMW-2980,02-12-2030,CORRUPTED,2022,5,Q2,China,China,Beijing Luxury Motors,BMW i4,Electric,Electric,individual,Individual,CNY,CNY,1,502733.58,4.34,502733.58,OK,63637.16,47896.71,15740.45,51,OK,Female,4.4,OK
BMW-4700,26-11-2030,CORRUPTED,2024,3,Q1,Germany,Germany,BMW Munich HQ,BMW 5 Series,Sedan,Petrol,lease,Lease,EUR,EUR,8,62652.88,5.56,501223.04,OK,501223.04,382114.14,119108.9,60,OK,Male,4.4,OK
BMW-5474,15-11-2030,CORRUPTED,2024,12,Q4,Germany,Germany,AutohaUSA Berlin,BMW X7,SUV,Diesel,Government,Government,eur,EUR,5,99162.74,7.43,495813.72,OK,495813.72,385622.02,110191.69,53,OK,Prefer not to say,4.4,OK
BMW-5215,08-11-2030,CORRUPTED,2024,9,Q3,Germany,Germany,BMW Munich HQ,BMW i7,Electric,Electric,Corporate Fleet,Corporate Fleet,EUR,EUR,4,123287.24,6.73,493148.97,OK,493148.97,380680.27,112468.7,26,OK,Male,4.4,OK
BMW-5167,20-10-2030,CORRUPTED,2024,8,Q3,China,China,Guangzhou BMW,BMW 5 Series,Sedan,Petrol,individual,Individual,CNY,CNY,1,483954.66,0.61,483954.66,OK,61260.08,44380.17,16879.91,41,OK,Male,4.4,OK
BMW-2413,19-10-2030,CORRUPTED,2021,9,Q3,China,China,Guangzhou BMW,BMW 5 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,483725.46,7.67,483725.46,OK,61231.07,47746.16,13484.91,32,OK,Male,4.4,OK
BMW-1143,20-09-2030,CORRUPTED,2020,3,Q1,Germany,Germany,Hamburg Drive,BMW M5,M Sport,Petrol,Lease,Lease,EUR,EUR,4,118532.71,4.95,474130.85,OK,474130.85,359133.45,114997.4,65,OK,Female,4.4,OK
BMW-1217,02-09-2030,CORRUPTED,2020,4,Q2,Germany,Germany,AutohaUSA Berlin,BMW i4,Electric,Electric,Corporate Fleet,Corporate Fleet,eur,EUR,7,66643.79,0.44,466506.52,OK,466506.52,337362.66,129143.86,68,OK,Prefer not to say,4.4,OK
BMW-4358,25-08-2030,CORRUPTED,2023,11,Q4,USA,USA,Chicago Motors,BMW X3,SUV,Diesel,Lease,Lease,USD,USD,8,58017.81,7.64,464142.46,OK,425818.77,331962.44,93856.33,34,OK,Prefer not to say,4.4,OK
BMW-4954,12-08-2030,CORRUPTED,2024,6,Q2,Germany,Germany,AutohaUSA Berlin,BMW X5,SUV,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,6,76425.38,1.13,458552.26,OK,458552.26,333916.4,124635.86,50,OK,Female,4.4,OK
BMW-1782,02-08-2030,CORRUPTED,2020,12,Q4,USA,USA,Miami Auto Group,BMW M3,M Sport,Petrol,Lease,Lease,USD,USD,5,90927.26,3.04,454636.3,OK,417097.53,309739.12,107358.41,150,BAD AGE,Female,4.4,OK
BMW-1373,09-07-2030,CORRUPTED,2020,6,Q2,China,China,Beijing Luxury Motors,BMW X3,SUV,Hybrid,Individual,Individual,CNY,CNY,1,444776.69,3.64,444776.69,OK,56300.85,42066.97,14233.87,37,OK,Female,4.4,OK
BMW-3137,23-06-2030,CORRUPTED,2022,7,Q3,China,China,Beijing Luxury Motors,BMW 5 Series,Sedan,Diesel,Individual,Individual,CNY,CNY,1,438815.24,4.27,438815.24,OK,55546.23,41778.82,13767.42,45,OK,Prefer not to say,4.4,OK
BMW-1797,21-06-2030,CORRUPTED,2020,12,Q4,China,China,Beijing Luxury Motors,BMW 5 Series,Sedan,Petrol,Individual,Individual,CNY,CNY,1,438347.63,3.35,438347.63,OK,55487.04,41333.98,14153.06,30,OK,Prefer not to say,4.4,OK
BMW-2712,12-06-2030,CORRUPTED,2022,1,Q1,China,China,Guangzhou BMW,BMW 5 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,436671.51,2.85,436671.51,OK,55274.87,40965.24,14309.64,55,OK,Prefer not to say,4.4,OK
BMW-3454,23-05-2030,CORRUPTED,2022,12,Q4,Germany,Germany,Stuttgart Motors,BMW i4,Electric,Electric,Corporate Fleet,Corporate Fleet,EUR,EUR,7,61624.12,7.01,431368.82,OK,431368.82,334003.78,97365.04,39,OK,Male,4.4,OK
BMW-4909,05-05-2030,CORRUPTED,2024,5,Q2,China,China,Guangzhou BMW,BMW X3,SUV,Diesel,Individual,Individual,CNY,CNY,1,425517.33,0.74,425517.33,OK,53862.95,39071.58,14791.37,43,OK,Male,4.4,OK
BMW-3056,02-05-2030,CORRUPTED,2022,6,Q2,China,China,Shanghai BMW,BMW 5 Series,Sedan,Diesel,individual,Individual,CNY,CNY,1,425040.89,3.72,425040.89,OK,53802.64,40233.59,13569.05,36,OK,Prefer not to say,4.4,OK
BMW-2894,24-03-2030,CORRUPTED,2022,4,Q2,UK,UK,Edinburgh Motors,BMW i4,Electric,Electric,Lease,Lease,GBP,GBP,8,52016.05,7.23,416128.41,OK,483870.24,375544.55,108325.7,58,OK,Male,4.4,OK
BMW-2238,07-03-2030,CORRUPTED,2021,7,Q3,Germany,Germany,Hamburg Drive,BMW 5 Series,Sedan,Diesel,corporate fleet,Corporate Fleet,EUR,EUR,7,58903.37,1.76,412323.62,OK,412323.62,302182.59,110141.02,40,OK,Male,4.4,OK
BMW-1699,24-02-2030,CORRUPTED,2020,11,Q4,USA,USA,Miami Auto Group,BMW X5,SUV,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,5,81667.07,3.78,408335.36,OK,374619.59,280317.2,94302.39,61,OK,Male,4.4,OK
BMW-5439,17-02-2030,CORRUPTED,2024,11,Q4,China,China,Beijing Luxury Motors,BMW X3,SUV,Hybrid,Individual,Individual,CNY,CNY,1,407578.92,1.71,407578.92,OK,51592.27,37792.6,13799.67,66,OK,Male,4.4,OK
BMW-2291,09-01-2030,CORRUPTED,2021,8,Q3,Germany,Germany,Hamburg Drive,BMW 5 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,7,57016.14,3.47,399112.99,OK,399112.99,297689.86,101423.12,54,OK,Male,4.4,OK
BMW-3300,22-11-2029,CORRUPTED,2022,10,Q4,Germany,Germany,Stuttgart Motors,BMW X7,SUV,Petrol,Lease,Lease,EUR,EUR,4,95923.67,7.19,383694.69,OK,383694.69,297659.23,86035.46,26,OK,Female,4.4,OK
BMW-2520,04-10-2029,CORRUPTED,2021,11,Q4,Germany,Germany,Hamburg Drive,BMW 3 Series,Sedan,Petrol,Lease,Lease,EUR,EUR,8,46213.51,3.46,369708.07,OK,369708.07,275720.19,93987.89,62,OK,Male,4.4,OK
BMW-1905,25-08-2029,CORRUPTED,2021,2,Q1,Germany,Germany,BMW Munich HQ,BMW 3 Series,Sedan,Diesel,Corporate Fleet,Corporate Fleet,EUR,EUR,8,44769.59,4.75,358156.74,OK,358156.74,270719.2,87437.54,56,OK,Male,4.4,OK
BMW-2983,18-08-2029,CORRUPTED,2022,5,Q2,China,China,Shanghai BMW,BMW 3 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,356735.06,3.15,356735.06,OK,45156.34,33571.66,11584.68,65,OK,Prefer not to say,4.4,OK
BMW-5372,11-08-2029,CORRUPTED,2024,10,Q4,UAE,UAE,Dubai BMW,BMW iX,Electric,Electric,Individual,Individual,AED,AED,1,355967.99,3.93,355967.99,OK,88992,66698.39,22293.61,58,OK,Female,4.4,OK
BMW-4647,07-08-2029,CORRUPTED,2024,2,Q1,UK,UK,Edinburgh Motors,BMW i4,Electric,Electric,Lease,Lease,GBP,GBP,6,59189.58,0.98,355137.49,OK,412950.58,300272.85,112677.72,69,OK,Female,4.4,OK
BMW-2381,31-07-2029,CORRUPTED,2021,9,Q3,USA,USA,New York BMW,BMW X7,SUV,Diesel,corporate fleet,Corporate Fleet,USD,USD,3,117830.56,3.88,353491.68,OK,324304.29,242929.22,81375.07,64,OK,Female,4.4,OK
BMW-2749,28-07-2029,CORRUPTED,2022,2,Q1,USA,USA,New York BMW,BMW X5,SUV,Diesel,Lease,Lease,USD,USD,4,88034.23,0.79,352136.91,OK,323061.39,234452.56,88608.82,35,OK,Female,4.4,OK
BMW-4113,25-06-2029,CORRUPTED,2023,8,Q3,USA,USA,Dallas BMW,BMW 3 Series,Sedan,Diesel,Lease,Lease,USD,USD,7,49330.3,0.96,345312.1,OK,316800.09,230307.06,86493.03,55,OK,Male,4.4,OK
BMW-4231,24-05-2029,CORRUPTED,2023,9,Q3,UK,UK,Manchester Prestige,BMW 5 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,GBP,GBP,7,48404.29,7.67,338830.05,OK,393988.43,307235.14,86753.28,35,OK,Male,4.4,OK
BMW-4843,06-05-2029,CORRUPTED,2024,4,Q2,Australia,Australia,Melbourne Auto Group,BMW 3 Series,Sedan,Hybrid,Lease,Lease,AUD,AUD,5,67059.43,7.05,335297.14,OK,203210.39,157408.79,45801.59,26,OK,Male,4.4,OK
BMW-3847,04-05-2029,CORRUPTED,2023,5,Q2,Germany,Germany,Stuttgart Motors,BMW iX,Electric,Electric,Lease,Lease,EUR,EUR,4,83633.24,4.45,334532.97,OK,334532.97,252092.94,82440.04,60,OK,Female,4.4,OK
BMW-2475,30-04-2029,CORRUPTED,2021,10,Q4,UK,UK,London BMW Centre,BMW X3,SUV,Hybrid,Lease,Lease,GBP,GBP,7,47724.06,1.65,334068.42,OK,388451.65,284368.9,104082.75,38,OK,Male,4.4,OK
BMW-3737,16-03-2029,CORRUPTED,2023,3,Q1,China,China,Shanghai BMW,BMW 3 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,321574.15,6.71,321574.15,OK,40705.59,31415.79,9289.8,50,OK,Female,4.4,OK
BMW-1235,24-02-2029,CORRUPTED,2020,4,Q2,UK,UK,Edinburgh Motors,BMW 5 Series,Sedan,Hybrid,corporate fleet,Corporate Fleet,GBP,GBP,6,52870.79,1.91,317224.76,OK,368866,270742.41,98123.58,27,OK,Female,4.4,OK
BMW-3162,15-02-2029,CORRUPTED,2022,8,Q3,Germany,Germany,BMW Munich HQ,BMW 5 Series,Sedan,Hybrid,Lease,Lease,EUR,EUR,5,63216,4.91,316080,OK,316080,239327.79,76752.21,60,OK,Female,4.4,OK
BMW-1903,12-02-2029,CORRUPTED,2021,2,Q1,Germany,Germany,AutohaUSA Berlin,BMW 2 Series,Coupe,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,8,39431.25,1.69,315449.96,OK,315449.96,231035.61,84414.36,-5,BAD AGE,Prefer not to say,4.4,OK
BMW-2557,08-02-2029,CORRUPTED,2021,11,Q4,China,China,Guangzhou BMW,BMW 3 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,314699.81,6.44,314699.81,OK,39835.42,30656.04,9179.38,48,OK,Prefer not to say,4.4,OK
BMW-3170,07-02-2029,CORRUPTED,2022,8,Q3,USA,USA,Dallas BMW,BMW 2 Series,Coupe,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,8,39262.32,0.6,314098.59,OK,288163.84,208722.12,79441.72,63,OK,Female,4.4,OK
BMW-5428,28-01-2029,CORRUPTED,2024,11,Q4,China,China,Beijing Luxury Motors,BMW 3 Series,Sedan,Diesel,Individual,Individual,CNY,CNY,1,309791.05,4.59,309791.05,OK,39214.06,29591.49,9622.57,26,OK,Prefer not to say,4.4,OK
BMW-1679,26-01-2029,CORRUPTED,2020,11,Q4,Germany,Germany,BMW Munich HQ,BMW 5 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,EUR,EUR,5,61578.29,4.42,307891.44,OK,307891.44,231933.31,75958.13,32,OK,Prefer not to say,4.4,OK
BMW-4289,22-01-2029,CORRUPTED,2023,10,Q4,USA,USA,Miami Auto Group,BMW 3 Series,Sedan,Hybrid,Lease,Lease,USD,USD,7,43904.22,5.23,307329.51,OK,281953.68,214201.17,67752.51,29,OK,Male,4.4,OK
BMW-2883,29-11-2028,CORRUPTED,2022,4,Q2,USA,USA,Miami Auto Group,BMW 5 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,5,59210.65,4.15,296053.25,OK,271608.48,204019.18,67589.3,70,OK,Male,4.4,OK
BMW-4242,17-11-2028,CORRUPTED,2023,9,Q3,China,China,Shenzhen Auto,BMW 2 Series,Coupe,Petrol,Individual,Individual,CNY,CNY,1,292880.48,6.5,292880.48,OK,37073.48,28547.42,8526.06,64,OK,Male,4.4,OK
BMW-5290,15-11-2028,CORRUPTED,2024,9,Q3,UAE,UAE,Abu Dhabi Motors,BMW X5,SUV,Hybrid,Individual,Individual,AED,AED,1,290741.49,7.5,290741.49,OK,72685.37,56576.56,16108.81,64,OK,Male,4.4,OK
BMW-5220,25-10-2028,CORRUPTED,2024,9,Q3,Germany,Germany,Stuttgart Motors,BMW 3 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,7,40506.59,2.14,283546.16,OK,283546.16,208621.94,74924.21,25,OK,Prefer not to say,4.4,OK
BMW-3535,07-10-2028,CORRUPTED,2023,1,Q1,Germany,Germany,AutohaUSA Berlin,BMW 2 Series,Coupe,Hybrid,Corporate Fleet,Corporate Fleet,EUR,EUR,7,39534.52,2.04,276741.66,OK,276741.66,203403.49,73338.18,63,OK,Prefer not to say,4.4,OK
BMW-3851,07-09-2028,CORRUPTED,2023,5,Q2,Germany,Germany,AutohaUSA Berlin,BMW X7,SUV,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,3,89692.37,4.98,269077.12,OK,269077.12,203883.49,65193.63,34,OK,Male,4.4,OK
BMW-2108,06-08-2028,CORRUPTED,2021,5,Q2,USA,USA,New York BMW,BMW M5,M Sport,Hybrid,Lease,Lease,USD,USD,2,128782.64,1.52,257565.28,OK,236298.42,172759.93,63538.49,54,OK,Female,4.4,OK
BMW-3075,21-07-2028,CORRUPTED,2022,6,Q2,Australia,Australia,Melbourne Auto Group,BMW 3 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,AUD,AUD,4,63376.08,7.52,253504.33,OK,153638.99,119619.24,34019.75,33,OK,Prefer not to say,4.4,OK
BMW-4966,20-06-2028,CORRUPTED,2024,6,Q2,USA,USA,Miami Auto Group,BMW 2 Series,Coupe,Hybrid,Government,Government,USD,USD,6,40823.68,4.66,244942.07,OK,224717.5,169712.06,55005.44,69,OK,Male,4.4,OK
BMW-3308,16-06-2028,CORRUPTED,2022,10,Q4,Germany,Germany,Hamburg Drive,BMW 2 Series,Coupe,Diesel,Corporate Fleet,Corporate Fleet,EUR,EUR,7,34801.71,5.35,243611.97,OK,243611.97,185306.05,58305.92,40,OK,Female,4.4,OK
BMW-3324,15-04-2028,CORRUPTED,2022,10,Q4,USA,USA,Dallas BMW,BMW X3,SUV,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,4,56226.06,6.83,224904.23,OK,206334.16,159449.46,46884.7,66,OK,Male,4.4,OK
BMW-3794,14-04-2028,CORRUPTED,2023,4,Q2,USA,USA,Chicago Motors,BMW 7 Series,Sedan,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,2,112449.71,3.8,224899.42,OK,206329.74,154428.13,51901.62,57,OK,Male,4.4,OK
BMW-1736,26-02-2028,CORRUPTED,2020,11,Q4,UAE,UAE,Dubai BMW,BMW 5 Series,Sedan,Diesel,corporate fleet,Corporate Fleet,AED,AED,1,212649,4.98,212649,OK,53162.25,40282.38,12879.87,47,OK,Prefer not to say,4.4,OK
BMW-2289,24-02-2028,CORRUPTED,2021,8,Q3,Germany,Germany,BMW Munich HQ,BMW X3,SUV,Diesel,Lease,Lease,EUR,EUR,4,52953.3,2.81,211813.2,OK,211813.2,156919.98,54893.23,38,OK,Prefer not to say,4.4,OK
BMW-1845,18-01-2028,CORRUPTED,2021,1,Q1,Germany,Germany,Stuttgart Motors,BMW 7 Series,Sedan,Hybrid,corporate fleet,Corporate Fleet,EUR,EUR,2,101535.16,1.84,203070.33,OK,203070.33,148946.46,54123.86,34,OK,Male,4.4,OK
BMW-4651,22-09-2027,CORRUPTED,2024,2,Q1,UK,UK,Manchester Prestige,BMW 3 Series,Sedan,Hybrid,corporate fleet,Corporate Fleet,GBP,GBP,4,40947.14,1.11,163788.57,OK,190451.83,138669.5,51782.33,42,OK,Prefer not to say,4.4,OK
BMW-1410,30-07-2027,CORRUPTED,2020,7,Q3,Germany,Germany,AutohaUSA Berlin,BMW 2 Series,Coupe,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,4,37678.18,4.69,150712.73,OK,150712.73,113856.29,36856.44,70,OK,Female,4.4,OK
BMW-4252,16-06-2027,CORRUPTED,2023,9,Q3,UAE,UAE,Dubai BMW,BMW 2 Series,Coupe,Diesel,individual,Individual,AED,AED,1,141543.25,6.05,141543.25,OK,35385.81,27117.2,8268.61,42,OK,Male,4.4,OK
BMW-4109,04-06-2027,CORRUPTED,2023,8,Q3,Germany,Germany,AutohaUSA Berlin,BMW X5,SUV,Hybrid,Lease,Lease,eur,EUR,2,68780.58,1.38,137561.16,OK,137561.16,100431.25,37129.91,36,OK,Female,4.4,OK
BMW-4480,21-05-2027,CORRUPTED,2023,12,Q4,UK,UK,Edinburgh Motors,BMW X3,SUV,Hybrid,Corporate Fleet,Corporate Fleet,GBP,GBP,3,45135.16,5.7,135405.47,OK,157448.22,120211.79,37236.43,25,OK,Female,4.4,OK
BMW-1918,14-05-2027,CORRUPTED,2021,2,Q1,USA,USA,New York BMW,BMW 5 Series,Sedan,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,2,67467.46,5.27,134934.92,OK,123793.51,94092.21,29701.3,64,OK,Male,4.4,OK
BMW-4455,08-05-2027,CORRUPTED,2023,12,Q4,USA,USA,New York BMW,BMW i7,Electric,Electric,Individual,Individual,USD,USD,1,133380.02,3.47,133380.02,OK,122366.99,91275.03,31091.96,30,OK,Male,4.4,OK
BMW-2426,27-04-2027,CORRUPTED,2021,9,Q3,Australia,Australia,Melbourne Auto Group,BMW M3,M Sport,Diesel,individual,Individual,AUD,AUD,1,130259.93,4.05,130259.93,OK,78945.41,59238.31,19707.1,47,OK,Prefer not to say,4.4,OK
BMW-5376,13-04-2027,CORRUPTED,2024,10,Q4,Australia,Australia,Sydney BMW,BMW X5,SUV,Petrol,individual,Individual,AUD,AUD,1,127698.68,3.95,127698.68,OK,77393.14,58012.43,19380.71,30,OK,Prefer not to say,4.4,OK
BMW-4366,09-04-2027,CORRUPTED,2023,11,Q4,USA,USA,Miami Auto Group,BMW 2 Series,Coupe,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,3,42380.71,7.69,127142.12,OK,116644.14,90981.59,25662.56,30,OK,Prefer not to say,4.4,OK
BMW-5381,03-04-2027,CORRUPTED,2024,11,Q4,Germany,Germany,Stuttgart Motors,BMW i4,Electric,Electric,Corporate Fleet,Corporate Fleet,EUR,EUR,2,63166.51,4.7,126333.02,OK,126333.02,95444.79,30888.23,35,OK,Female,4.4,OK
BMW-5453,24-03-2027,CORRUPTED,2024,11,Q4,Australia,Australia,Sydney BMW,BMW X5,SUV,Petrol,Corporate Fleet,Corporate Fleet,AUD,AUD,1,125206.08,4.97,125206.08,OK,75882.47,57495.24,18387.24,65,OK,Prefer not to say,4.4,OK
BMW-1126,07-03-2027,CORRUPTED,2020,2,Q1,Australia,Australia,Sydney BMW,BMW i4,Electric,Electric,Individual,Individual,AUD,AUD,1,122459.34,0.59,122459.34,OK,74217.78,53754.15,20463.63,51,OK,Male,4.4,OK
BMW-1912,27-02-2027,CORRUPTED,2021,2,Q1,Germany,Germany,Stuttgart Motors,BMW i7,Electric,Electric,Individual,Individual,EUR,EUR,1,121315.88,6.7,121315.88,OK,121315.88,93618.9,27696.97,37,OK,Male,4.4,OK
BMW-1545,14-01-2027,CORRUPTED,2020,9,Q3,Germany,Germany,Hamburg Drive,BMW i7,Electric,Electric,Individual,Individual,EUR,EUR,1,115489.99,6.2,115489.99,OK,115489.99,88653.66,26836.33,30,OK,Female,4.4,OK
BMW-2867,01-01-2027,CORRUPTED,2022,4,Q2,USA,USA,Beverly Hills BMW,BMW 5 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,USD,USD,2,56648.37,7.7,113296.73,OK,103941.96,81080.54,22861.42,61,OK,Prefer not to say,4.4,OK
BMW-2355,21-12-2026,CORRUPTED,2021,8,Q3,Australia,Australia,Sydney BMW,BMW X5,SUV,Hybrid,Individual,Individual,AUD,AUD,1,112375.77,7.51,112375.77,OK,68106.53,53015.77,15090.76,55,OK,Prefer not to say,4.4,OK
BMW-5393,06-11-2026,CORRUPTED,2024,11,Q4,Germany,Germany,BMW Munich HQ,BMW i7,Electric,Electric,individual,Individual,EUR,EUR,1,107297.86,7.37,107297.86,OK,107297.86,83397.63,23900.23,63,OK,Prefer not to say,4.4,OK
BMW-3468,31-10-2026,CORRUPTED,2022,12,Q4,USA,USA,New York BMW,BMW X7,SUV,Diesel,Individual,Individual,USD,USD,1,106969.67,3.91,106969.67,OK,98137.32,73531.51,24605.81,46,OK,Female,4.4,OK
BMW-4280,28-10-2026,CORRUPTED,2023,10,Q4,USA,USA,Miami Auto Group,BMW 7 Series,Sedan,Petrol,Individual,Individual,USD,USD,1,106549.28,6.72,106549.28,OK,97751.64,75452.02,22299.62,50,OK,Male,4.4,OK
BMW-4603,28-09-2026,CORRUPTED,2024,1,Q1,Australia,Australia,Sydney BMW,BMW i4,Electric,Electric,Individual,Individual,AUD,AUD,1,103537.57,2.72,103537.57,OK,62750.04,46444.15,16305.89,52,OK,Male,4.4,OK
BMW-3045,25-09-2026,CORRUPTED,2022,6,Q2,UK,UK,Edinburgh Motors,BMW i7,Electric,Electric,Individual,Individual,GBP,GBP,1,103170.63,0.17,103170.63,OK,119965.84,86520.14,33445.71,28,OK,Prefer not to say,4.4,OK
